uid,domainID,siteID,pitNamedLocation,pitID,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,setDate,collectDate,soilSeries,soilFamily,soilSubgroup,soilGreatGroup,soilSuborder,soilOrder,samplingProtocolVersion,recordedByA,recordedByB,recordedByC,recordedByD,recordedByE,soilProfileDescriberA,soilProfileDescriberB,soilProfileDescriberC,soilProfileDescriberD,soilProfileDescriberE,soilProfileDescriberF,soilProfileDescriberInst,pitDepth,nrcsDescriptionID
"c610a07f-6ac2-44f1-a7e6-769b4c6716a6","D04","LAJA","MEGAPT100979","4_LAJAS_PIT1",18.021840,-67.076080,,3.0,40.0,,"2014-04-07","2014-04-07","Cartagena","Fine - mixed - superactive - isohyperthermic Sodic Haplusterts","Sodic Haplusterts","Haplusterts","Ustert","Vertisol","NEON.DOC.001307vA","Rommel Zulueta","Josh Roberti",,,,"8yLPS6+jvnXhlic5luBm0A==","zOrmnyPBsIVk/36syHNUww==",,,,,"Natural Resource Conservation Service",200.0,"2014PR079001"
