uid,domainID,siteID,pitNamedLocation,pitID,horizonID,horizonName,setDate,collectDate,archiveID,archiveLaboratoryName,archiveTopDepth,archiveBottomDepth,remarks,sampleMass
"03457345-e218-49b6-9d4d-14de366a44b4","D17","SOAP","MEGAPT111415","D17_SOAP_PIT1","17_SOAP_PIT1_OI/OE","Oi","2016-08-15","2016-08-15","D17_SOAP_PIT1_ARCHIVE_0-4_OI/OE","NEON",0.0,4.0,,2108.1
"831526e9-aac7-4e48-8aa3-dc6902777c64","D17","SOAP","MEGAPT111415","D17_SOAP_PIT1","17_SOAP_PIT1_2BT","2Bt3","2016-08-15","2016-08-15","D17_SOAP_PIT1_ARCHIVE_136-213_2BT","NEON",136.0,213.0,,3600.6
"bf287923-4bc6-4782-84b4-45e94731600e","D17","SOAP","MEGAPT111415","D17_SOAP_PIT1","17_SOAP_PIT1_BT2","Bt1","2016-08-15","2016-08-15","D17_SOAP_PIT1_ARCHIVE_52-91_BT2","NEON",52.0,91.0,,3600.0
"79afaf44-9400-409b-a6de-418e29cafa3b","D17","SOAP","MEGAPT111415","D17_SOAP_PIT1","17_SOAP_PIT1_A2","A2","2016-08-15","2016-08-15","D17_SOAP_PIT1_ARCHIVE_18-32_A2","NEON",18.0,32.0,,3600.2
"e1cd3098-a9a1-4dfe-a898-81e60bb703c2","D17","SOAP","MEGAPT111415","D17_SOAP_PIT1","17_SOAP_PIT1_BT1","AB","2016-08-15","2016-08-15","D17_SOAP_PIT1_ARCHIVE_32-52_BT1","NEON",32.0,52.0,,3600.4
"f257043c-68be-4e47-bda4-bee7e31905a6","D17","SOAP","MEGAPT111415","D17_SOAP_PIT1","17_SOAP_PIT1_BT3","Bt2","2016-08-15","2016-08-15","D17_SOAP_PIT1_ARCHIVE_91-136_BT3","NEON",91.0,136.0,,3600.8
"c0264982-fb92-43dd-81aa-3eb8873cc2c5","D17","SOAP","MEGAPT111415","D17_SOAP_PIT1","17_SOAP_PIT1_2C","2C","2016-08-15","2016-08-15",,,,,,
"6a31fdde-583c-465a-bf25-f6ddebe8fc90","D17","SOAP","MEGAPT111415","D17_SOAP_PIT1","17_SOAP_PIT1_A1","A1","2016-08-15","2016-08-15","D17_SOAP_PIT1_ARCHIVE_4-18_A1","NEON",4.0,18.0,,3600.0
