uid,domainID,siteID,pitNamedLocation,pitID,horizonID,bulkDensID,horizonName,setDate,collectDate,laboratoryName,labProjID,bulkDensCenterDepth,bulkDensTopDepth,bulkDensBottomDepth,bulkDensHorizonProportion,bulkDensSampleType,bulkDensExclCoarseFrag,remarks
"9a319ef0-44f5-4b06-9025-899c1b1d282d","D13","MOAB","MEGAPT100983","13_MOAB_PIT1","13_MOAB_PIT1_BK2","13_MOAB_PIT1_BULKD_54_59_BK2","Bk2","2014-02-24","2014-02-24","USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2014USUT037",56.5,54.0,59.0,1.0,"Regular",1.2388,"2 x 5 cm cores"
"e78b78af-e22f-40ad-adef-94167ddfae35","D13","MOAB","MEGAPT100983","13_MOAB_PIT1","13_MOAB_PIT1_BK1","13_MOAB_PIT1_BULKD_31_41_BK1","Bk1","2014-02-24","2014-02-24","USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2014USUT037",36.0,31.0,41.0,1.0,"Regular",1.4488,
"b597ebe6-d1b8-4882-b20f-57668fc3a380","D13","MOAB","MEGAPT100983","13_MOAB_PIT1","13_MOAB_PIT1_C2","13_MOAB_PIT1_BULKD_176_186_C2","C2","2014-02-24","2014-02-24","USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2014USUT037",181.0,176.0,186.0,1.0,"Regular",2.0171,
"9a5ad188-f1e3-47e6-95a5-657b724b616b","D13","MOAB","MEGAPT100983","13_MOAB_PIT1","13_MOAB_PIT1_CK","13_MOAB_PIT1_BULKD_90_93_CK","Ck","2014-02-24","2014-02-24","USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2014USUT037",91.5,90.0,93.0,1.0,"Regular",1.4734,"4 x 3 cm cores"
"a2bcc378-a076-4582-a38b-7dfa68c879cc","D13","MOAB","MEGAPT100983","13_MOAB_PIT1","13_MOAB_PIT1_BK3","13_MOAB_PIT1_BULKD_65_68_BK3","Bk3","2014-02-24","2014-02-24","USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2014USUT037",66.5,65.0,68.0,1.0,"Regular",1.6053,"4 x 3 cm cores"
"c8cb30db-c8b5-454c-95d6-51d8acbe829f","D13","MOAB","MEGAPT100983","13_MOAB_PIT1","13_MOAB_PIT1_C1","13_MOAB_PIT1_BULKD_126_129_C1","C1","2014-02-24","2014-02-24","USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2014USUT037",127.5,126.0,129.0,1.0,"Regular",1.7462,"4 x 3 cm cores"
"104c5448-7530-43e3-b5cb-b72a8e95b32a","D13","MOAB","MEGAPT100983","13_MOAB_PIT1","13_MOAB_PIT1_C2","13_MOAB_PIT1_BULKD_BULK D_1","C2","2014-02-24","2014-02-24","USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2014USUT037",181.0,176.0,186.0,1.0,"Audit",1.8679,
"3ae03046-6d71-4f0d-b7d4-57b904f62d88","D13","MOAB","MEGAPT100983","13_MOAB_PIT1","13_MOAB_PIT1_BW","13_MOAB_PIT1_BULKD_11_21_BW","Bw","2014-02-24","2014-02-24","USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2014USUT037",16.0,11.0,21.0,1.0,"Regular",1.4818,
"628809ae-2051-43cb-84a5-caedf0107be4","D13","MOAB","MEGAPT100983","13_MOAB_PIT1","13_MOAB_PIT1_A","13_MOAB_PIT1_BULKD_0_6_A","A","2014-02-24","2014-02-24","USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2014USUT037",3.0,0.0,6.0,1.0,"Regular",1.5197,
