uid,domainID,siteID,pitNamedLocation,pitID,horizonID,horizonName,setDate,collectDate,archiveID,archiveLaboratoryName,archiveTopDepth,archiveBottomDepth,remarks,sampleMass
"cb99cba7-fcc7-4c6d-825e-c3a0b91e2cef","D17","SJER","MEGAPT100994","D17_SJER_PIT1","D17_SJER_PIT1_BW","Bw","2016-11-15","2016-11-15","D17_SJER_PIT1_ARCHIVE_57-81_BW","NEON",57.0,81.0,,3600.5
"20e285c1-b11c-4a43-8f07-0e7324dcf001","D17","SJER","MEGAPT100994","D17_SJER_PIT1","D17_SJER_PIT1_A2","A2","2016-11-15","2016-11-15","D17_SJER_PIT1_ARCHIVE_8-34_A2","NEON",8.0,34.0,,3600.3
"5f3bc68a-00d4-4638-9c96-d6fc0ec010d5","D17","SJER","MEGAPT100994","D17_SJER_PIT1","D17_SJER_PIT1_A1","A1","2016-11-15","2016-11-15","D17_SJER_PIT1_ARCHIVE_0-8_A1","NEON",0.0,8.0,,3600.3
"93f8653f-f521-4a80-ae0b-60066e1dd8c5","D17","SJER","MEGAPT100994","D17_SJER_PIT1","D17_SJER_PIT1_BA","BA","2016-11-15","2016-11-15","D17_SJER_PIT1_ARCHIVE_34-57_BA","NEON",34.0,57.0,,3600.3
"d3808502-7bc0-4e94-9895-807f9e6b9036","D17","SJER","MEGAPT100994","D17_SJER_PIT1","D17_SJER_PIT1_C","C","2016-11-15","2016-11-15","D17_SJER_PIT1_ARCHIVE_81-129_C","NEON",81.0,129.0,,3600.3
"eb30ccc1-e693-4c09-82d6-00655368bb97","D17","SJER","MEGAPT100994","D17_SJER_PIT1","D17_SJER_PIT1_R","R","2016-11-15","2016-11-15","D17_SJER_PIT1_ARCHIVE_180-185_R","NEON",180.0,185.0,,1986.2
"3805ab15-8d5a-4015-9b89-b913b45b71ff","D17","SJER","MEGAPT100994","D17_SJER_PIT1","D17_SJER_PIT1_CR","Cr","2016-11-15","2016-11-15","D17_SJER_PIT1_ARCHIVE_129-170_CR","NEON",129.0,170.0,,3600.4
