uid,domainID,siteID,pitNamedLocation,pitID,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,setDate,collectDate,soilSeries,soilFamily,soilSubgroup,soilGreatGroup,soilSuborder,soilOrder,samplingProtocolVersion,recordedByA,recordedByB,recordedByC,recordedByD,recordedByE,soilProfileDescriberA,soilProfileDescriberB,soilProfileDescriberC,soilProfileDescriberD,soilProfileDescriberE,soilProfileDescriberF,soilProfileDescriberInst,pitDepth,nrcsDescriptionID
"110709a6-61a2-434d-af46-f5f3f87410a8","D06","UKFS","MEGAPT101000","6_UKFS_PIT1",39.041680,-95.204950,,3.0,310.0,,"2014-07-21","2014-07-21","Rosendale - taxadjunct","Fine - smectitic - mesic Pachic Argiudolls","Pachic Argiudolls","Argiudolls","Udoll","Mollisol","NEON.DOC.001307vA","Rommel Zulueta","David Durden","Arika Virapongse",,,"CpIXB4meByOSB3ugFXVqFQ==","LJKQ92FJCgo7VspYXIKbzw==","KS4PSydL3xso+QxDdVE4Qw==","m8i0x1Malhvrhod7NK9nFA==","0ln57J5rkCWLtRr/ZGAl+A==",,"Natural Resource Conservation Service",213.0,"S2014KS045001"
