uid,domainID,siteID,pitNamedLocation,pitID,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,setDate,collectDate,soilSeries,soilFamily,soilSubgroup,soilGreatGroup,soilSuborder,soilOrder,samplingProtocolVersion,recordedByA,recordedByB,recordedByC,recordedByD,recordedByE,soilProfileDescriberA,soilProfileDescriberB,soilProfileDescriberC,soilProfileDescriberD,soilProfileDescriberE,soilProfileDescriberF,soilProfileDescriberInst,pitDepth,nrcsDescriptionID
"aaba6583-49ed-45ee-9bde-d038763b41be","D11","CLBJ","MEGAPT100966","11_CLBJ_PIT1",33.401430,-97.567250,,4.0,288.0,,"2016-05-09","2016-05-09","Windthorst","Fine - mixed - active - thermic Udic Paleustalfs","Udic Paleustalfs","Paleustalfs","Ustalf","Alfisol","NEON.DOC.001307vB","Josh Roberti",,,,,"B3hLMlze6jL6IgLFD/gjHA==","EwS+OQUb4XbJ3YLUFkbThg==",,,,,"Natural Resource Conservation Service",,"S2016TX497001"
