uid,domainID,siteID,pitNamedLocation,pitID,horizonID,horizonName,setDate,collectDate,archiveID,archiveLaboratoryName,archiveTopDepth,archiveBottomDepth,remarks,sampleMass
"ad61195f-32cb-4bff-9073-4ad7f42ff18f","D14","JORN","MEGAPT100976","14_JORNADA_PIT1","14_JORNADA_PIT1_2BKK2","2Bkk2","2013-03-05","2013-03-05","14_JORNADA_PIT1_173-200_ARCHIVE_BKK2","NEON",173.0,200.0,,1202.1
"698498e5-3c15-4f9d-a079-c079ae23fb95","D14","JORN","MEGAPT100976","14_JORNADA_PIT1","14_JORNADA_PIT1_2BK","2Bk","2013-03-05","2013-03-05","14_JORNADA_PIT1_46-78_ARCHIVE_BK","NEON",46.0,78.0,,1202.2
"960a23b5-2f79-4993-a12c-d3e725b8c85f","D14","JORN","MEGAPT100976","14_JORNADA_PIT1","14_JORNADA_PIT1_A","A","2013-03-05","2013-03-05","14_JORNADA_PIT1_0-18_ARCHIVE_A","NEON",0.0,18.0,,1201.8
"9fe9b812-5c4b-4bd6-a963-2a161a648aaf","D14","JORN","MEGAPT100976","14_JORNADA_PIT1","14_JORNADA_PIT1_2BKK1","2Bkk1","2013-03-05","2013-03-05","14_JORNADA_PIT1_110-173_ARCHIVE_BKK1","NEON",110.0,173.0,,1201.5
"f7bb48a0-ad59-4190-b74b-25a78d9a4024","D14","JORN","MEGAPT100976","14_JORNADA_PIT1","14_JORNADA_PIT1_2BKKM","2Bkkm","2013-03-05","2013-03-05","14_JORNADA_PIT1_78-110_ARCHIVE_BKKM","NEON",78.0,110.0,,1202.4
"3d8ddb91-0e66-446f-b64e-087282052b0d","D14","JORN","MEGAPT100976","14_JORNADA_PIT1","14_JORNADA_PIT1_BW","Bw","2013-03-05","2013-03-05","14_JORNADA_PIT1_18-46_ARCHIVE_BW","NEON",18.0,46.0,,1202.1
