uid,domainID,siteID,pitNamedLocation,pitID,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,setDate,collectDate,soilSeries,soilFamily,soilSubgroup,soilGreatGroup,soilSuborder,soilOrder,samplingProtocolVersion,recordedByA,recordedByB,recordedByC,recordedByD,recordedByE,soilProfileDescriberA,soilProfileDescriberB,soilProfileDescriberC,soilProfileDescriberD,soilProfileDescriberE,soilProfileDescriberF,soilProfileDescriberInst,pitDepth,nrcsDescriptionID
"d39b4374-0abe-41c2-8f92-687e2d1cde1e","D14","JORN","MEGAPT100976","14_JORNADA_PIT1",32.590520,-106.843770,,3.0,1327.0,,"2013-03-05","2013-03-05","Nations","Coarse-loamy - mixed - superactive - thermic Typic Petrocalcids","Typic Petrocalcids","Petrocalcids","Calcid","Aridisol","NEON.DOC.001307vA","Ed Ayres","Josh Roberti",,,,"OIl0pIUFeJV1n2L7ctmmcg==",,,,,,"Natural Resource Conservation Service",,"S2013NM0135000"
