uid,domainID,siteID,pitNamedLocation,pitID,horizonID,biogeoID,horizonName,biogeoHorizonProportion,biogeoSampleType,setDate,collectDate,coarseFrag2To5,coarseFrag5To20,sandTotal,siltTotal,clayTotal,carbonateClay,clayFineContent,siltFineContent,siltCoarseContent,sandVeryFineContent,sandFineContent,sandMediumContent,sandCoarseContent,sandVeryCoarseContent,carbonTot,nitrogenTot,sulfurTot,estimatedOC,airDryOvenDry,alMjelm,caMjelm,feMjelm,kMjelm,mgMjelm,mnMjelm,naMjelm,pMjelm,siMjelm,srMjelm,tiMjelm,zrMjelm,phCacl2,phH2o,ec12pre,gypsumConc,caco3Conc,caNh4d,kNh4d,mgNh4d,naNh4d,cecdNh4,alSatCecd33,baseSumCecd10,bsesatCecd10,ececCecd33,alKcl,feKcl,mnKcl,bSatx,brSatx,caSatx,clSatx,co3Satx,ecSatp,flSatx,waterSatx,hco3Sx,kSatx,mgSatx,naSatx,no2Satx,no3Satx,pSatx,phSp,resist,so4Satx,laboratoryName,labProjID,biogeoTopDepth,biogeoBottomDepth,biogeoCenterDepth,remarks
"319fd9b7-f285-4997-9740-85382919eec9","D19","BONA","MEGAPT112075","D19_BONA_PIT1","D19_BONA_PIT1_CGF2","D19_BONA_PIT1_BIOGEO_88-131_CGF2","Cgf2",1.0,"Regular","2017-03-20","2017-03-20",2,0,27.6,63.8,8.6,,,28.8,35.0,14.4,7.8,3.6,1.4,0.4,20.5,0.60,0.00,21.0,1.010,56043,10866,35110,11674,10040,455,10794,506,269911,135,5288,85,5.1,5.9,0.10,,,3.9,0.1,2.8,0.1,9.7,,6.9,71,,,,,,,,,,,,,,,,,,,,,,,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2017USAK081",88.0,131.0,109.5,
"7c9c46e9-8efd-451c-85e3-a2aafbcd1857","D19","BONA","MEGAPT112075","D19_BONA_PIT1","D19_BONA_PIT1_CGF1","D19_BONA_PIT1_BIOGEO_56-88_CGF1","Cgf1",1.0,"Regular","2017-03-20","2017-03-20",3,0,29.5,62.0,8.5,,,26.6,35.4,15.3,6.9,4.7,1.8,0.8,17.5,0.50,0.00,18.0,1.009,53323,10941,34123,10960,9278,407,10991,474,269508,134,5074,74,4.9,5.8,0.07,,,2.7,0.1,2.1,0.1,8.4,6,5.0,60,5.3,0.3,,24.3,,,,,,,,,,,,,,,,,,,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2017USAK081",56.0,88.0,72.0,
"8bc91853-2232-4b03-b96e-c7969baa973f","D19","BONA","MEGAPT112075","D19_BONA_PIT1","D19_BONA_PIT1_CGF3","D19_BONA_PIT1_BIOGEO_131-193_CGF3","Cgf3",1.0,"Regular","2017-03-20","2017-03-20",0,0,29.8,62.1,8.1,,,24.3,37.8,13.3,8.4,5.3,2.3,0.5,18.8,0.50,0.00,19.0,1.010,51475,11165,29281,10572,9211,436,11004,468,267534,136,5165,75,4.7,5.6,0.06,,,2.7,0.1,1.7,0.1,8.9,8,4.6,52,5.0,0.4,,28.0,,,,,,,,,,,,,,,,,,,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2017USAK081",131.0,193.0,162.0,
"546515a8-331c-4811-b479-9a560fa5041b","D19","BONA","MEGAPT112075","D19_BONA_PIT1","D19_BONA_PIT1_BG/OAJJ","D19_BONA_PIT1_BIOGEO_22-38_BG/OAJJ","Bg/Oajj",1.0,"Regular","2017-03-20","2017-03-20",0,0,25.7,63.0,11.3,,,31.8,31.2,9.3,7.8,4.9,2.5,1.2,49.2,1.90,0.10,49.0,1.021,45376,7751,34595,9525,7391,301,8491,516,220248,100,3982,49,4.3,5.1,0.11,,,10.6,0.2,3.2,0.0,18.1,11,14.0,77,15.7,1.7,,10.0,,,,,,,,,,,,,,,,,,,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2017USAK081",22.0,38.0,30.0,
"63ed9b62-a8fc-44fb-b31c-3dfc37e3ab55","D19","BONA","MEGAPT112075","D19_BONA_PIT1","D19_BONA_PIT1_CG","D19_BONA_PIT1_BIOGEO_38-56_CG","Cg",1.0,"Regular","2017-03-20","2017-03-20",0,0,18.0,69.1,12.9,,,36.9,32.2,8.4,4.9,3.1,1.3,0.3,32.0,1.20,0.00,32.0,1.017,52845,8437,33771,12374,8786,331,9467,440,241668,116,4631,62,4.3,5.4,0.05,,,3.3,0.1,1.8,0.0,15.4,27,5.2,34,7.1,1.9,,12.3,,,,,,,,,,,,,,,,,,,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2017USAK081",38.0,56.0,47.0,
"728eee5d-c935-40f2-9247-0474c61fd3a3","D19","BONA","MEGAPT112075","D19_BONA_PIT1","D19_BONA_PIT1_OA","D19_BONA_PIT1_BIOGEO_10-22_OA","Oa",1.0,"Regular","2017-03-20","2017-03-20",0,0,,,,,,,,,,,,,219.5,9.20,0.70,220.0,1.062,47422,8693,36373,9817,7149,280,7051,1326,178476,116,3383,49,4.1,4.8,0.43,,,1.4,0.0,1.1,0.0,60.8,60,2.5,4,6.2,3.7,,9.5,,0.0,1.5,0.6,0.0,0.42,0.1,203.10,0.3,0.1,1.1,0.8,0.0,0.0,0.0,4.7,,0.8,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2017USAK081",10.0,22.0,16.0,
"0b10cbe9-af58-4857-940c-81fcc409142b","D19","BONA","MEGAPT112075","D19_BONA_PIT1","D19_BONA_PIT1_OE","D19_BONA_PIT1_BIOGEO_0-10_OE","Oe",1.0,"Regular","2017-03-20","2017-03-20",0,0,,,,,,,,,,,,,431.3,9.20,0.40,431.0,1.085,15681,7793,7936,5048,2613,302,2754,798,67106,56,1093,25,3.8,4.6,1.33,0,0,8.4,1.6,5.3,0.1,76.2,,15.4,20,,2.8,,174.1,,0.0,0.4,0.4,0.0,0.32,0.1,816.40,0.1,0.8,0.3,0.3,0.0,0.0,0.3,4.3,,0.3,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2017USAK081",0.0,10.0,5.0,
