uid,domainID,siteID,pitNamedLocation,pitID,horizonID,horizonName,setDate,collectDate,archiveID,archiveLaboratoryName,archiveTopDepth,archiveBottomDepth,remarks,sampleMass
"f8a2e126-5d1a-4feb-ad74-7245656ec007","D19","DEJU","MEGAPT103797","D19_DEJU_PIT1","19_DEJU_PIT1_BC","BC","2015-07-28","2015-07-28","D19_DEJU_PIT1_ARCHIVE_30-72_BC","NEON",30.0,72.0,,3600.1
"ab18ea1c-946f-41e2-aa35-10e5c842c8a7","D19","DEJU","MEGAPT103797","D19_DEJU_PIT1","19_DEJU_PIT1_C","C","2015-07-28","2015-07-28","D19_DEJU_PIT1_ARCHIVE_72-125_C","NEON",72.0,125.0,,3600.1
"6f4da9f6-7270-4ade-b44b-746e4210839f","D19","DEJU","MEGAPT103797","D19_DEJU_PIT1","19_DEJU_PIT1_BW","Bw","2015-07-28","2015-07-28","D19_DEJU_PIT1_ARCHIVE_16-30_BW","NEON",16.0,30.0,,3600.5
"cb06f47b-b112-4b35-be70-bf6700151ef5","D19","DEJU","MEGAPT103797","D19_DEJU_PIT1","19_DEJU_PIT1_A","A","2015-07-28","2015-07-28","D19_DEJU_PIT1_ARCHIVE_5-16_A","NEON",5.0,16.0,,3601.3
"d7b3cbd8-d44c-4ca9-910a-220c149c6f31","D19","DEJU","MEGAPT103797","D19_DEJU_PIT1","19_DEJU_PIT1_OE","Oe","2015-07-28","2015-07-28","D19_DEJU_PIT1_ARCHIVE_0-5_OE","NEON",0.0,5.0,,3600.5
"5a6f2e11-41d6-4646-8adb-7d039e2feff2","D19","DEJU","MEGAPT103797","D19_DEJU_PIT1","19_DEJU_PIT1_2BC2","2BC2","2015-07-28","2015-07-28","D19_DEJU_PIT1_ARCHIVE_210-300_2BC2","NEON",210.0,300.0,,3600.5
"89ec8000-4e4b-4286-a089-083e9a0c02c3","D19","DEJU","MEGAPT103797","D19_DEJU_PIT1","19_DEJU_PIT1_2BC1","2BC1","2015-07-28","2015-07-28","D19_DEJU_PIT1_ARCHIVE_125-210_2BC1","NEON",125.0,210.0,,3600.9
