uid,domainID,siteID,pitNamedLocation,pitID,horizonID,bulkDensID,horizonName,setDate,collectDate,laboratoryName,labProjID,bulkDensCenterDepth,bulkDensTopDepth,bulkDensBottomDepth,bulkDensHorizonProportion,bulkDensSampleType,bulkDensExclCoarseFrag,remarks
"196f3c0d-34e6-47ef-866a-cc80f8463c26","D16","ABBY","MEGAPT102179","D16_ABBY_PIT1","16_ABBY_PIT1_A","D16_ABBY_PIT1_BULKD_6-11_A","A","2015-06-01","2015-06-01","USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2015USWA064",8.5,6.0,11.0,1.0,"Regular",0.3933,
"0c71539a-45c3-487f-84de-698179fb7b37","D16","ABBY","MEGAPT102179","D16_ABBY_PIT1","16_ABBY_PIT1_2BC","D16_ABBY_PIT1_BULKD_109-114_2BC","2BC","2015-06-01","2015-06-01","USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2015USWA064",111.5,109.0,114.0,1.0,"Regular",0.9698,
"7341c50e-c4c9-48a6-98f5-ec7b9e04ea59","D16","ABBY","MEGAPT102179","D16_ABBY_PIT1","16_ABBY_PIT1_2BW2","D16_ABBY_PIT1_BULKD_80-85_2BW2","2Bw2","2015-06-01","2015-06-01","USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2015USWA064",82.5,80.0,85.0,1.0,"Regular",1.1260,
"7cb31c29-7f37-49a8-b258-d597136b512c","D16","ABBY","MEGAPT102179","D16_ABBY_PIT1","16_ABBY_PIT1_2C","D16_ABBY_PIT1_BULKD_142-147_2C","2C","2015-06-01","2015-06-01","USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2015USWA064",144.5,142.0,147.0,1.0,"Regular",0.9510,
"2a07e60b-ff8a-4773-85fb-328161e432f5","D16","ABBY","MEGAPT102179","D16_ABBY_PIT1","16_ABBY_PIT1_AB","D16_ABBY_PIT1_BULKD_24-29_AB","AB","2015-06-01","2015-06-01","USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2015USWA064",26.5,24.0,29.0,1.0,"Regular",0.8475,
"e1716328-eaa9-4e6f-9e99-f6bbcce39792","D16","ABBY","MEGAPT102179","D16_ABBY_PIT1","16_ABBY_PIT1_OI","D16_ABBY_PIT1_BULKD_0-3_OI","Oi","2015-06-01","2015-06-01","USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2015USWA064",1.5,0.0,3.0,1.0,"Regular",0.1602,
"4a3eea19-ad85-4e18-aa4e-a01c606d658b","D16","ABBY","MEGAPT102179","D16_ABBY_PIT1","16_ABBY_PIT1_BW1","D16_ABBY_PIT1_BULKD_51-56_BW1","Bw1","2015-06-01","2015-06-01","USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2015USWA064",53.5,51.0,56.0,1.0,"Regular",0.8913,
