uid,domainID,siteID,pitNamedLocation,pitID,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,setDate,collectDate,soilSeries,soilFamily,soilSubgroup,soilGreatGroup,soilSuborder,soilOrder,samplingProtocolVersion,recordedByA,recordedByB,recordedByC,recordedByD,recordedByE,soilProfileDescriberA,soilProfileDescriberB,soilProfileDescriberC,soilProfileDescriberD,soilProfileDescriberE,soilProfileDescriberF,soilProfileDescriberInst,pitDepth,nrcsDescriptionID
"5efead06-b8d2-4308-9a0c-321832b611f6","D07","GRSM","MEGAPT100971","D07_GRSM_PIT1",35.688390,-83.501850,,2.5,599.0,,"2015-04-20","2015-04-20","Spivey","Loamy-skeletal - isotic - mesic Typic Humudepts","Typic Humudepts","Humudepts","Udept","Inceptisol","NEON.DOC.001307vB","Rommel Zulueta","David Durden",,,,"JnA2E0Ul7ik54WAA109I2Q==","c0jDx3EGGhvkhKR9IYIl3Q==",,,,,"Natural Resource Conservation Service",200.0,"S2015TN155400"
