uid,domainID,siteID,pitNamedLocation,pitID,horizonID,horizonName,setDate,collectDate,horizonTopDepth,horizonBottomDepth,nrcsDescriptionID,remarks
"ddf2d33c-b057-4eef-94be-b52a9ccf3f44","D06","KONA","MEGAPT100977","6_KONZAAG_PIT1","6_KONZAAG_PIT1_BTK","Btk","2014-08-04","2014-08-04",156.0,206.0,"S2014KS161503",
"c8c79461-0447-4ba7-a4d5-178f762a7f7b","D06","KONA","MEGAPT100977","6_KONZAAG_PIT1","6_KONZAAG_PIT1_BTSS","Btss","2014-08-04","2014-08-04",89.0,119.0,"S2014KS161503",
"b9d7c999-699c-49c1-ad02-6aae69ea1299","D06","KONA","MEGAPT100977","6_KONZAAG_PIT1","6_KONZAAG_PIT1_BT2","Bt2","2014-08-04","2014-08-04",31.0,54.0,"S2014KS161503",
"2c5b94f4-b522-4d10-a6f1-8e4b8538d35a","D06","KONA","MEGAPT100977","6_KONZAAG_PIT1","6_KONZAAG_PIT1_BT1","Bt1","2014-08-04","2014-08-04",12.0,31.0,"S2014KS161503",
"e954184b-8b54-407d-9151-4dd4abbe7054","D06","KONA","MEGAPT100977","6_KONZAAG_PIT1","6_KONZAAG_PIT1_BTKSS","Btkss","2014-08-04","2014-08-04",119.0,156.0,"S2014KS161503",
"034f2688-eea9-4d11-81d2-697623fbb4d6","D06","KONA","MEGAPT100977","6_KONZAAG_PIT1","6_KONZAAG_PIT1_AP","Ap","2014-08-04","2014-08-04",0.0,12.0,"S2014KS161503",
"46602904-10c3-435a-b87d-7f9965c36cf0","D06","KONA","MEGAPT100977","6_KONZAAG_PIT1","6_KONZAAG_PIT1_BT3","Bt3","2014-08-04","2014-08-04",54.0,89.0,"S2014KS161503",
